crop_id,CROPSTART,CROPEND,CROPNAME,CROPFIL,CROPTYPE
11,2006-03-16,2006-11-15,suikerbieten,suikerbieten,2
11,2007-03-16,2007-11-15,suikerbieten,suikerbieten,2
11,2008-03-16,2008-11-15,suikerbieten,suikerbieten,2
11,2009-03-16,2009-11-15,suikerbieten,suikerbieten,2
11,2010-03-16,2010-11-15,suikerbieten,suikerbieten,2
11,2011-03-16,2011-11-15,suikerbieten,suikerbieten,2
11,2012-03-16,2012-11-15,suikerbieten,suikerbieten,2
11,2013-03-16,2013-11-15,suikerbieten,suikerbieten,2
11,2014-03-16,2014-11-15,suikerbieten,suikerbieten,2
11,2015-03-16,2015-11-15,suikerbieten,suikerbieten,2
11,2016-03-16,2016-11-15,suikerbieten,suikerbieten,2
11,2017-03-16,2017-11-15,suikerbieten,suikerbieten,2
11,2018-03-16,2018-11-15,suikerbieten,suikerbieten,2
11,2019-03-16,2019-11-15,suikerbieten,suikerbieten,2
11,2020-03-16,2020-11-15,suikerbieten,suikerbieten,2
11,2021-03-16,2021-11-15,suikerbieten,suikerbieten,2
